Hostname,Last Seen,First Seen,Platform,OS Version,OS Build,OS Product Name,Kernel Version,Model,Manufacturer,Type,Chassis,Last Reboot,OU,Site,Prevention Policy,Response Policy,Sensor Update Policy,USB Device Policy,Kubernetes Admission Control Policy,Host ID,Local IP,Connection IP,Default Gateway IP,External IP,Domain,MAC Address,Connection MAC Address,Status,CPUID,Serial Number,Sensor Version,Sensor Tags,Cloud Service Provider,Cloud Service Account ID,Cloud Service Instance ID,Cloud Service Zone/Group,Kubernetes Cluster ID,Kubernetes Server Git Version,Kubernetes Server Version,RFM,Linux Sensor Mode,Deployment Type,Email,Pod ID,Pod Name,Pod Namespace,Pod Labels,Pod Annotations,Pod IP4,Pod IP6,Pod Hostname,Pod Host IP4,Pod Host IP6,Pod Service Account Name,Host Groups
CP-CWB-W0926,2023-08-28T19:43:51Z,2023-08-28T19:43:51Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.2965,Aspire A515-54,Acer,Workstation,Laptop,2023-07-07T11:11:11Z,,,"General-Prevention-Windows-Workstation
28 Aug 23 19:46 UTC","General-Response-Windows
28 Aug 23 19:46 UTC","General-Sensor-Windows
28 Aug 23 19:46 UTC",No policy,No policy,e81370ad38da4e5da357f50f9a4a6fdc,10.111.140.41,10.111.140.41,10.111.140.1,,,a4-63-a1-6c-e6-27,a4-63-a1-6c-e6-27,normal,526060,NXHQMAL00B118037389Z00,6.49.16303.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,TESTE-CS-GRP-BR-CP-Windows"
LOFT-W3290,2023-10-04T16:20:22Z,2022-09-14T15:27:35Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3448,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-09-27T15:04:28Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 19:16 UTC","General-Response-Windows
14 Sep 22 15:28 UTC","General-Sensor-Windows
29 Aug 23 18:39 UTC",No policy,No policy,5f382f032ba94d65bc78cff33501bf2a,10.254.206.227,10.254.206.227,10.254.200.1,200.152.118.159,,00-d7-6d-10-9a-5a,00-d7-6d-10-9a-5a,normal,526017,2DZFKH3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
LOFT-W3407,2023-10-02T13:43:53Z,2022-09-16T20:28:15Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3324,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-09-08T18:19:27Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 19:16 UTC","General-Response-Windows
16 Sep 22 20:29 UTC","General-Sensor-Windows
30 Aug 23 02:03 UTC",No policy,No policy,9e938bf9e09546e0a9c2f4b04d977d8a,192.168.0.115,192.168.0.115,192.168.0.1,177.129.103.140,,00-d7-6d-12-dc-57,00-d7-6d-12-dc-57,normal,526017,B0CPSH3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
LOFT-W2252,2023-10-04T20:03:46Z,2022-12-19T19:51:35Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3448,Latitude 3410,Dell Inc.,Workstation,Laptop,2023-09-22T17:44:14Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 19:15 UTC","General-Response-Windows
19 Dec 22 19:52 UTC","General-Sensor-Windows
29 Aug 23 14:51 UTC",No policy,No policy,78406f0ec93b48c28a3085754ad9ad5f,192.168.0.39,192.168.0.39,192.168.0.1,187.180.187.157,,90-cc-df-41-c9-90,90-cc-df-41-c9-90,normal,526060,80LGB93,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
CP-CWB-W0675,2023-10-04T19:42:20Z,2023-01-09T10:51:22Z,Windows,Windows 10,19045,Windows 10 Home Single Language,10.0.19045.3324,Aspire A315-56,Acer,Workstation,Laptop,2023-08-22T00:35:14Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 19:17 UTC","General-Response-Windows
09 Jan 23 10:54 UTC","General-Sensor-Windows
29 Aug 23 15:01 UTC",No policy,No policy,5a705ac7fac643a79a56b49ea363cdb6,192.168.0.110,192.168.0.110,192.168.0.1,200.124.189.41,,a4-63-a1-65-f0-60,a4-63-a1-65-f0-60,normal,460517,NXHV1AL00B12371E1F9501,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
CP-JVL-W0178,2023-10-04T19:57:32Z,2022-11-17T19:36:47Z,Windows,Windows 10,19045,Windows 10 Home Single Language,10.0.19045.3448,Inspiron 3583,Dell Inc.,Workstation,Laptop,2023-09-26T03:18:21Z,,,"General-Prevention-Windows-Workstation
25 Sep 23 11:25 UTC","General-Response-Windows
30 Nov 22 18:39 UTC","General-Sensor-Windows
29 Aug 23 15:02 UTC",No policy,No policy,4b459a69f5da4d87b28832c245550187,10.111.130.53,10.111.140.184,10.111.140.1,189.15.206.161,,5c-cd-5b-bc-89-a5,5c-cd-5b-bc-89-a5,normal,526060,D041BB3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
VISTA-W0092,2023-10-04T19:54:56Z,2023-08-30T15:00:26Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3448,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-09-27T20:36:47Z,,,"General-Prevention-Windows-Workstation
27 Sep 23 11:30 UTC","General-Response-Windows
30 Aug 23 15:02 UTC","General-Sensor-Windows
30 Aug 23 15:16 UTC",No policy,No policy,f44269ab33b944e1961cb17ff4b01d41,10.10.10.20,192.168.0.173,192.168.0.1,189.4.104.96,,00-ff-78-de-4e-59,00-d7-6d-12-dc-39,normal,526017,80CPSH3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
LOFT-W6404,2023-10-04T19:38:46Z,2023-03-07T13:15:48Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3448,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-09-30T02:38:17Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 19:17 UTC","General-Response-Windows
07 Mar 23 13:18 UTC","General-Sensor-Windows
29 Aug 23 15:01 UTC",No policy,No policy,e2dc1958d947498bb15b8690df295d2f,10.10.140.93,10.10.140.93,10.10.140.1,187.57.144.245,,00-d7-6d-5c-68-7c,00-d7-6d-5c-68-7c,normal,526017,DMJXPP3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
CP-W2709,2023-09-25T22:38:21Z,2023-08-07T21:01:22Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2283,Latitude 3410,Dell Inc.,Workstation,Laptop,2023-09-23T23:32:24Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 19:16 UTC","General-Response-Windows
08 Aug 23 13:14 UTC","General-Sensor-Windows
29 Aug 23 14:42 UTC",No policy,No policy,88822e799d7d4e12a061e2650b27b2df,10.111.140.191,10.111.100.46,10.111.100.1,200.170.190.57,,90-cc-df-43-19-62,8c-47-be-25-92-ee,normal,526060,G3LGB93,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
VISTA-W0027,2023-10-04T20:06:58Z,2023-06-20T20:04:49Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3448,Latitude 3410,Dell Inc.,Workstation,Laptop,2023-10-03T13:41:07Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 19:16 UTC","General-Response-Windows
20 Jun 23 20:06 UTC","General-Sensor-Windows
29 Aug 23 14:41 UTC",No policy,No policy,e753b6f8743f4c8d81c9a5eb08fa1bd2,10.10.10.242,192.168.18.48,192.168.18.1,168.227.108.196,,00-ff-78-de-4e-59,70-cf-49-e4-65-f6,normal,526060,HSVF4F3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
LOFT-W6214,2023-10-04T19:41:45Z,2023-06-01T15:10:36Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3448,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-09-25T11:15:08Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 20:30 UTC","General-Response-Windows
01 Jun 23 15:16 UTC","General-Sensor-Windows
29 Aug 23 15:01 UTC",No policy,No policy,fd82fd6f7dd64a35a7d9aa3b555942f2,192.168.18.103,192.168.18.103,192.168.18.1,138.36.57.116,,00-d7-6d-5f-b1-0d,00-d7-6d-5f-b1-0d,normal,526017,G1KXPP3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
CP-W3640,2023-10-04T19:58:36Z,2023-06-01T19:21:18Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2283,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-09-19T11:51:39Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 19:17 UTC","General-Response-Windows
01 Jun 23 19:23 UTC","General-Sensor-Windows
29 Aug 23 15:00 UTC",No policy,No policy,3497db0f067449d9af646c64f263a1ba,10.111.140.88,10.111.100.54,10.111.100.1,200.170.190.57,,00-d7-6d-25-a8-9b,c0-25-a5-6f-7d-ff,normal,526017,18GRQK3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
VISTA-W0103,2023-10-04T19:47:48Z,2023-07-10T14:58:16Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3324,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-09-06T20:48:20Z,,,"General-Prevention-Windows-Workstation
14 Sep 23 12:13 UTC","General-Response-Windows
10 Jul 23 14:59 UTC","General-Sensor-Windows
04 Sep 23 19:30 UTC",No policy,No policy,58dce4ca16814a5d81feb6e9a2bca2ac,10.10.10.24,192.168.0.56,192.168.0.1,191.185.118.59,,00-ff-78-de-4e-59,00-d7-6d-60-e2-a8,normal,526017,87KXPP3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
LOFT-M3800,2023-10-04T19:52:42Z,2022-10-26T17:47:25Z,Mac,Monterey (12),21G816,,21.6.0,"MacBookPro16,1",Apple Inc.,Workstation,Laptop,,,,"General-Prevention-Mac
13 Sep 23 18:50 UTC","General-Response-Mac
26 Oct 22 17:48 UTC","General-Sensor-Mac
19 Sep 23 14:45 UTC",No policy,No policy,8adb919cc63840fbacd16ed672e7bc7b,192.168.0.117,,,138.94.55.222,,88-66-5a-4e-09-19,,normal,591594,C02G98JBMD6M,6.58.17102.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Mac,LF_Mac_Scan_Agendado"
CP-W2234,2023-10-04T17:10:15Z,2023-10-04T13:13:28Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2134,Latitude 3410,Dell Inc.,Workstation,Laptop,2023-10-04T15:36:20Z,,,"General-Prevention-Windows-Workstation
04 Oct 23 13:14 UTC","General-Response-Windows
04 Oct 23 13:14 UTC","General-Sensor-Windows
04 Oct 23 14:51 UTC",No policy,No policy,56b622997ba6429dbcfd203bdf1a7f48,10.111.140.173,10.111.140.173,10.111.140.1,200.170.190.57,,70-cf-49-e4-63-da,70-cf-49-e4-63-da,normal,526060,7XVF4F3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
LOFTZOOM-W0357-,2023-10-04T19:34:32Z,2023-07-31T17:35:57Z,Windows,Windows 10,19043,Windows 10 Pro,10.0.19043.928,Latitude 3400,Dell Inc.,Workstation,Laptop,2023-09-30T06:56:29Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 19:19 UTC","General-Response-Windows
31 Jul 23 17:37 UTC","General-Sensor-Windows
29 Aug 23 15:01 UTC",No policy,No policy,983e4b1a2f104419a0dc5fbd72b0a6f9,10.10.22.24,10.10.22.24,10.10.22.1,177.190.196.142,,e8-6f-38-e0-46-e5,e8-6f-38-e0-46-e5,normal,526060,4V0YZ23,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
LOFT-W2336,2023-10-04T19:38:51Z,2022-01-20T17:18:54Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3448,Latitude 3410,Dell Inc.,Workstation,Laptop,2023-10-04T19:15:52Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 19:16 UTC","General-Response-Windows
20 Jan 22 17:19 UTC","General-Sensor-Windows
29 Aug 23 16:09 UTC",No policy,No policy,fca3faca075c4e92b65f3aa18b6effcd,192.168.18.37,2804:18:18c1:87ff:300c:8ea7:736f:5e75,fe80:0:0:0:60d0:39ff:fe56:c164,177.92.48.59,,90-cc-df-41-bd-d3,90-cc-df-41-bd-d3,normal,526060,22LGB93,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
LOFT-M3408,2023-10-04T19:43:37Z,2023-07-06T15:02:43Z,Mac,Ventura (13),22G120,,22.6.0,"MacBookPro16,1",Apple Inc.,Workstation,Laptop,,,,"General-Prevention-Mac
13 Sep 23 18:53 UTC","General-Response-Mac
06 Jul 23 15:03 UTC","General-Sensor-Mac
19 Sep 23 14:48 UTC",No policy,No policy,2f0ec596dcf24216888069137a1e5b41,192.168.1.241,,,191.254.171.200,,88-66-5a-4a-12-b0,,normal,591594,C02G995CMD6M,6.58.17102.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Mac,LF_Mac_Scan_Agendado"
CP-CWB-W0601,2023-10-04T18:17:46Z,2022-12-19T17:52:52Z,Windows,Windows 11,22621,Windows 11 Home Single Language,10.0.22621.2283,Aspire A315-56,Acer,Workstation,Laptop,2023-09-13T03:34:13Z,,,"General-Prevention-Windows-Workstation
14 Sep 23 13:22 UTC","General-Response-Windows
27 Feb 23 11:36 UTC","General-Sensor-Windows
31 Aug 23 17:23 UTC",No policy,No policy,ab34ccd51390442292c5e1839b865dc7,192.168.0.15,192.168.0.15,192.168.0.1,187.64.60.216,,80-30-49-41-bc-25,80-30-49-41-bc-25,normal,460517,NXHV1AL00B038214789501,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
CP-CWB-W1240,2023-10-04T19:59:55Z,2023-03-31T13:33:54Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2134,Aspire A515-54,Acer,Workstation,Laptop,2023-09-16T04:24:27Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 20:02 UTC","General-Response-Windows
31 Mar 23 13:36 UTC","General-Sensor-Windows
29 Aug 23 14:59 UTC",No policy,No policy,09a53f11fd1048a8897de087dcd787da,10.111.100.131,10.111.100.131,10.111.100.1,200.170.190.57,,70-69-79-a5-7f-0d,70-69-79-a5-7f-0d,normal,526060,NXHQMAL013202010F69Z00,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
CP-CWB-W1274,2023-10-04T19:58:57Z,2022-12-19T13:02:45Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.1555,Aspire A515-54,Acer,Workstation,Laptop,2023-10-04T12:25:06Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 19:17 UTC","General-Response-Windows
19 Dec 22 13:05 UTC","General-Sensor-Windows
29 Aug 23 15:55 UTC",No policy,No policy,04977912670946deacd4ec553f6e2dda,10.111.140.143,10.111.140.143,10.111.140.1,200.170.190.57,,48-51-c5-7d-61-f3,48-51-c5-7d-61-f3,normal,526060,NXHQMAL00T1490780C9Z00,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
LOFT-W3830,2023-10-04T06:33:45Z,2022-05-05T15:30:15Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2283,A70 MOB,Avell High Performance,Workstation,Laptop,2023-10-03T01:00:56Z,,,"General-Prevention-Windows-Workstation
17 Sep 23 22:22 UTC","General-Response-Windows
01 Jul 23 10:57 UTC","General-Sensor-Windows
17 Sep 23 22:26 UTC",No policy,No policy,0497af23e7e34c9f8bcb7da9c45c4603,172.31.112.1,192.168.16.115,192.168.16.2,190.115.66.0,,00-15-5d-c5-e2-4d,00-d7-6d-47-c5-c0,normal,526033,AVNB22110044,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
LOFT-W3678,2023-08-30T18:44:30Z,2021-12-09T18:37:30Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3208,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-08-30T18:44:28Z,,,"General-Prevention-Windows-Workstation
05 Jul 23 14:41 UTC","General-Response-Windows
20 Dec 21 23:55 UTC","General-Sensor-Windows
30 Aug 23 14:47 UTC",No policy,No policy,5ff4e4f6bda64e76804367434357f78f,10.10.251.118,10.10.251.118,10.10.251.1,177.190.196.142,,f4-ee-08-a9-e3-0d,f4-ee-08-a9-e3-0d,normal,526017,3MGRQK3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
LOFT-W6423,2023-10-04T19:40:39Z,2023-08-10T17:56:39Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3448,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-09-21T13:29:42Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 20:33 UTC","General-Response-Windows
10 Aug 23 17:59 UTC","General-Sensor-Windows
30 Aug 23 13:45 UTC",No policy,No policy,c5ce338f05bd4a39976b467820a00bca,10.10.22.134,10.10.22.134,10.10.22.1,177.190.196.142,,00-d7-6d-5c-68-8b,00-d7-6d-5c-68-8b,normal,526017,HNJXPP3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
CP-JVL-W0183,2023-10-04T20:03:33Z,2022-11-17T19:36:35Z,Windows,Windows 10,19045,Windows 10 Home,10.0.19045.3448,Nitro AN515-54,Acer,Workstation,Laptop,2023-09-26T18:30:13Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 19:18 UTC","General-Response-Windows
30 Nov 22 18:40 UTC","General-Sensor-Windows
29 Aug 23 14:48 UTC",No policy,No policy,80d79462bddf42119f45e5475c5f7284,10.111.140.182,10.111.140.182,10.111.140.1,189.41.241.223,,68-54-5a-8e-52-fb,68-54-5a-8e-52-fb,normal,591594,NHQ6PAL00A1044D6F39501,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
LOFT-W3489,2023-10-02T14:06:54Z,2023-10-02T13:33:50Z,Windows,Windows 10,19044,Windows 10 Pro,10.0.19044.2130,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-10-02T13:50:17Z,,,"General-Prevention-Windows-Workstation
02 Oct 23 13:35 UTC","General-Response-Windows
02 Oct 23 13:35 UTC","General-Sensor-Windows
02 Oct 23 13:38 UTC",No policy,No policy,8bd570c3c4ff449bb6b30415571f41b2,192.168.0.13,192.168.0.13,192.168.0.1,179.209.143.198,,00-d7-6d-10-b1-93,00-d7-6d-10-b1-93,normal,526017,BGZFKH3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
LOFT-W3724,2023-09-29T16:01:54Z,2023-08-03T15:39:44Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3324,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-08-30T13:20:17Z,,,"General-Prevention-Windows-Workstation
14 Sep 23 14:37 UTC","General-Response-Windows
03 Aug 23 15:40 UTC","General-Sensor-Windows
29 Aug 23 14:51 UTC",No policy,No policy,18fb3ab6b71f4874a21e285c15a7e8e5,10.132.240.220,10.132.240.220,10.132.240.8,201.54.159.15,,00-d7-6d-2a-b4-d5,00-d7-6d-2a-b4-d5,normal,526017,5FGRQK3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
LOFT-M3450.local,2023-10-04T19:33:37Z,2023-08-15T18:05:58Z,Mac,Monterey (12),21G816,,21.6.0,"MacBookPro16,1",Apple Inc.,Workstation,Laptop,,,,"General-Prevention-Mac
13 Sep 23 18:50 UTC","General-Response-Mac
15 Aug 23 18:06 UTC","General-Sensor-Mac
19 Sep 23 15:06 UTC",No policy,No policy,043ec2705423497a917f902e19032d5e,192.168.15.4,54.215.176.108,,179.225.235.30,,88-66-5a-3d-4a-f1,,normal,591594,C02FV1JRMD6M,6.58.17102.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Mac,LF_Mac_Scan_Agendado"
CP-W3002,2023-09-15T17:03:23Z,2023-01-04T18:01:29Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2134,Latitude 3410,Dell Inc.,Workstation,Laptop,2023-09-12T10:46:57Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 22:43 UTC","General-Response-Windows
04 Jan 23 18:07 UTC","General-Sensor-Windows
30 Aug 23 13:40 UTC",No policy,No policy,83031f3143f94be6aec2d7ddc4b6f499,10.111.100.185,10.111.100.185,10.111.100.1,200.170.190.57,,34-73-5a-e8-26-1f,34-73-5a-e8-26-1f,normal,526060,6YZ2XF3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
VISTA-W0086,2023-10-04T20:03:15Z,2023-08-30T15:00:57Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3448,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-09-28T12:10:53Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 19:16 UTC","General-Response-Windows
30 Aug 23 15:02 UTC","General-Sensor-Windows
30 Aug 23 15:14 UTC",No policy,No policy,76a7c25408ed4015948b77b52260d911,10.10.10.176,192.168.0.209,192.168.0.1,189.4.105.126,,00-ff-78-de-4e-59,00-d7-6d-12-dd-ec,normal,526017,CZBPSH3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
CP-CWB-W1042,2023-10-04T19:57:47Z,2022-12-15T18:27:03Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2283,Aspire A515-54,Acer,Workstation,Laptop,2023-09-18T12:25:33Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 19:17 UTC","General-Response-Windows
10 Jan 23 01:15 UTC","General-Sensor-Windows
29 Aug 23 15:01 UTC",No policy,No policy,0904facd8dce4ea0bfea539b3c172066,10.111.140.180,10.111.140.180,10.111.140.1,45.189.177.116,,70-cd-0d-37-36-6f,70-cd-0d-37-36-6f,normal,526060,NXHQMAL00T144008E29Z00,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
LOFT-W3413,2023-10-03T05:20:39Z,2022-09-15T20:00:51Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3448,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-10-02T12:33:17Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 19:15 UTC","General-Response-Windows
15 Sep 22 20:02 UTC","General-Sensor-Windows
29 Aug 23 17:48 UTC",No policy,No policy,c3b95f4a68474d3f803ae70c82d28c9e,192.168.100.4,192.168.100.4,192.168.100.1,191.220.119.2,,00-d7-6d-12-de-6e,00-d7-6d-12-de-6e,normal,526017,J0CPSH3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
LOFT-M3755,2023-10-04T19:47:37Z,2023-07-06T17:26:53Z,Mac,Ventura (13),22G120,,22.6.0,"MacBookPro17,1",Apple Inc.,Workstation,Other,,,,"General-Prevention-Mac
13 Sep 23 19:16 UTC","General-Response-Mac
06 Jul 23 17:29 UTC","General-Sensor-Mac
19 Sep 23 14:55 UTC",No policy,No policy,de0fd568bece4585ad394d93b7cc7bde,100.127.100.1,54.215.176.108,,200.170.190.57,,3c-06-30-1a-76-c8,,normal,4294967295,C02G11Z8Q05D,6.58.17102.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Mac,LF_Mac_Scan_Agendado"
LOFT-W3622,2023-08-23T20:23:29Z,2023-08-01T21:06:55Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3208,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-08-23T20:22:48Z,,,"General-Prevention-Windows-Workstation
01 Aug 23 21:15 UTC","General-Response-Windows
01 Aug 23 21:08 UTC","General-Sensor-Windows
01 Aug 23 21:08 UTC",No policy,No policy,1b705566d8084d62b49624916531c8c1,10.10.50.47,10.10.50.47,10.10.50.1,177.190.196.142,,00-d7-6d-25-8a-69,00-d7-6d-25-8a-69,normal,526017,J6GRQK3,6.49.16303.0,,,,,,,,,no,,,,,,,,,,,,,,,CS-GRP-BR-Windows
LOFT-M3088,2023-10-04T19:58:49Z,2023-02-08T13:03:41Z,Mac,Ventura (13),22G120,,22.6.0,"MacBookPro18,1",Apple Inc.,Workstation,Other,,,,"General-Prevention-Mac
13 Sep 23 18:51 UTC","General-Response-Mac
08 Feb 23 13:06 UTC","General-Sensor-Mac
19 Sep 23 14:30 UTC",No policy,No policy,116368fa15ae43f2bee0ea495e9a16f9,192.168.86.137,,,201.69.113.157,,bc-d0-74-49-2e-bb,,normal,4294967295,WV9RX42Q67,6.58.17102.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Mac,LF_Mac_Scan_Agendado"
